"yyyy","mm","day","HH_UTC","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir"
2021,8,12,19,30,1.84,0.0067,-999,1.18528,-6.36482,0.346899120782973,0.106355,264.897
2021,8,12,20,0,1.84,0.0067,-999,0.938425,-2.65452,0.350861796153414,-999,271.643
2021,8,12,20,30,1.84,0.0067,-999,0.160264,-1.51003,0.552128608206458,-999,148.994
2021,8,12,21,0,1.84,0.0067,-999,0.468761,2.82169,0.0800507963733029,-999,135.52
2021,8,12,21,30,1.84,0.0067,-999,0.586281,-5.6128,0.314429324332194,-999,107.634
2021,8,12,22,0,1.84,0.0067,-999,0.371562,-1.07838,0.182227604934049,-999,160.796
2021,8,12,22,30,1.84,0.0067,-999,0.444795,3.96924,0.228026533543796,-999,144.011
2021,8,12,23,0,1.84,0.0067,-999,0.510153,2.85796,0.112756374542639,-999,138.433
2021,8,12,23,30,1.84,0.0067,-999,0.580467,0.278019,0.11120521570502,-999,128.024
2021,8,13,0,0,1.84,0.0067,-999,0.492021,-9.88195,0.158751377946776,-999,127.314
2021,8,13,0,30,1.84,0.0067,-999,0.471155,-7.63336,0.121973767671578,-999,129.011
2021,8,13,1,0,1.84,0.0067,-999,0.489615,-2.26376,0.131118648559234,-999,135.884
2021,8,13,1,30,1.84,0.0067,-999,0.236584,-0.472018,0.137918454167671,-999,149.048
2021,8,13,2,0,1.84,0.0067,-999,0.251456,5.85687,0.154077577862582,-999,147.08
2021,8,13,2,30,1.84,0.0067,-999,0.246774,0.823259,0.109404753096015,-999,163.44
2021,8,13,3,0,1.84,0.0067,-999,0.35359,-10.4283,0.0889044430835715,-999,151.205
2021,8,13,3,30,1.84,0.0067,-999,0.330437,2.37381,0.159934674164172,-999,146.09
2021,8,13,4,0,1.84,0.0067,-999,0.367236,-0.0554013,0.51721272219465,-999,212.809
2021,8,13,4,30,1.84,0.0067,-999,0.319639,-5.13668,0.565881613060541,-999,214.817
2021,8,13,5,0,1.84,0.0067,-999,0.432388,1.34954,0.148952677048786,-999,123.164
2021,8,13,5,30,1.84,0.0067,-999,0.512257,4.85403,0.0903199867139051,-999,126.701
2021,8,13,6,0,1.84,0.0067,-999,0.699831,-5.18875,0.281757342406547,-999,94.1685
2021,8,13,6,30,1.84,0.0067,-999,0.356873,-1.17198,0.15484960445542,-999,106.919
2021,8,13,7,0,1.84,0.0067,-999,0.243299,-1.3986,0.15949200606927,-999,120.724
2021,8,13,7,30,1.84,0.0067,-999,0.41897,-1.58458,0.263334198310816,-999,128.613
2021,8,13,8,0,1.84,0.0067,-999,0.603307,-1.06954,0.360545420162287,-999,191.95
2021,8,13,8,30,1.84,0.0067,-999,0.560581,-2.92959,0.414316304289368,0.107201,163.746
2021,8,13,9,0,1.84,0.0067,-999,0.940612,-0.0467902,0.446386603741645,-999,217.557
2021,8,13,9,30,1.84,0.0067,-999,1.49826,-6.90273,0.621315539802442,0.144837,234.824
2021,8,13,10,0,1.84,0.0067,-999,2.48024,-15.9367,1.0873775793164,0.216508,250.958
2021,8,13,10,30,1.84,0.0067,-999,3.22236,-19.553,0.985173588764945,0.265569,253.89
2021,8,13,11,0,1.84,0.0067,-999,2.99944,-24.4479,1.16483045976657,0.286118,274.259
2021,8,13,11,30,1.84,0.0067,-999,3.04859,-19.8045,1.09738780747737,0.291127,259.155
2021,8,13,12,0,1.84,0.0067,-999,3.49623,-21.0914,1.3118917638281,0.316435,261.504
2021,8,13,12,30,1.84,0.0067,-999,3.52731,-25.166,1.44421951240108,0.330001,276.905
2021,8,13,13,0,1.84,0.0067,-999,3.51605,-28.4434,1.31872286701945,0.356075,260.207
2021,8,13,13,30,1.84,0.0067,-999,4.23348,-36.5718,1.25865801550699,0.365944,247.498
2021,8,13,14,0,1.84,0.0067,-999,3.53478,-25.4127,1.12756817975677,0.349501,254.391
2021,8,13,14,30,1.84,0.0067,-999,4.27515,-32.4805,1.35472875513883,0.353284,261.169
2021,8,13,15,0,1.84,0.0067,-999,3.81298,-22.3901,1.19843648142069,0.303571,262.85
2021,8,13,15,30,1.84,0.0067,-999,3.81955,-37.302,1.40149919728839,0.361625,270.291
2021,8,13,16,0,1.84,0.0067,-999,3.56038,-43.6313,1.05513980116381,0.34281,277.906
2021,8,13,16,30,1.84,0.0067,-999,3.46527,-41.6485,1.00031495040312,0.336658,288.697
2021,8,13,17,0,1.84,0.0067,-999,3.18146,-39.7839,0.867268701153224,0.310742,286.446
2021,8,13,17,30,1.84,0.0067,-999,2.66598,-37.7261,0.946432776270983,0.286674,285.156
2021,8,13,18,0,1.84,0.0067,-999,2.79382,-28.8249,0.733666818112963,0.262568,285.118
2021,8,13,18,30,1.84,0.0067,-999,2.82281,-31.2117,0.663327973177673,0.257775,283.703
2021,8,13,19,0,1.84,0.0067,-999,2.89991,-36.1132,0.670247715400806,0.246394,288.795
2021,8,13,19,30,1.84,0.0067,-999,2.75773,-50.7959,0.768266880712686,0.266702,287.522
2021,8,13,20,0,1.84,0.0067,-999,2.10326,-27.6425,0.581560830868104,0.189072,283.216
2021,8,13,20,30,1.84,0.0067,-999,1.70074,-18.102,0.395955805614718,0.140554,286.809
2021,8,13,21,0,1.84,0.0067,-999,1.50687,-15.0602,0.423203260857002,0.131239,282.346
2021,8,13,21,30,1.84,0.0067,-999,1.0422,-7.94629,0.329007598696443,0.106982,277.588
2021,8,13,22,0,1.84,0.0067,-999,0.947279,-6.85306,0.296572588079209,-999,273.899
2021,8,13,22,30,1.84,0.0067,-999,0.810983,-6.52729,0.261190352042337,-999,274.02
2021,8,13,23,0,1.84,0.0067,-999,0.997689,-21.5634,0.381312208039554,0.115673,237.853
2021,8,13,23,30,1.84,0.0067,-999,1.345,-8.57901,0.323969134332269,0.124924,227.921
2021,8,14,0,0,1.84,0.0067,-999,1.34221,-13.9628,0.288298629896155,0.131401,223.757
2021,8,14,0,30,1.84,0.0067,-999,0.663961,-0.38526,0.386551419606758,-999,197.094
2021,8,14,1,0,1.84,0.0067,-999,0.718186,-7.54864,0.475625903415699,-999,197.622
2021,8,14,1,30,1.84,0.0067,-999,1.24649,-9.36136,0.311947912318707,0.102859,235.133
2021,8,14,2,0,1.84,0.0067,-999,0.9651,-10.5245,0.351337444631226,-999,233.056
2021,8,14,2,30,1.84,0.0067,-999,1.05871,-16.411,0.320162458761173,0.121925,229.226
2021,8,14,3,0,1.84,0.0067,-999,0.838824,-27.5531,0.306140653948475,0.110731,220.99
2021,8,14,3,30,1.84,0.0067,-999,0.994136,-25.8847,0.319602878585284,0.12907,225.127
2021,8,14,4,0,1.84,0.0067,-999,0.883177,-14.347,0.293534325079709,-999,207.297
2021,8,14,4,30,1.84,0.0067,-999,0.720599,-2.11728,0.342743344209629,-999,216.014
2021,8,14,5,0,1.84,0.0067,-999,0.519569,1.71031,0.243628816029631,-999,172.062
2021,8,14,5,30,1.84,0.0067,-999,0.557502,3.35352,0.144411910866105,-999,177.965
2021,8,14,6,0,1.84,0.0067,-999,0.59206,4.12608,0.142879319707227,-999,178.447
2021,8,14,6,30,1.84,0.0067,-999,0.940674,-6.56742,0.336348034036175,-999,202.481
2021,8,14,7,0,1.84,0.0067,-999,1.45955,-9.23059,0.400901484157891,0.134618,221.584
2021,8,14,7,30,1.84,0.0067,-999,1.56543,-11.6314,0.436689821269056,0.164714,222.047
2021,8,14,8,0,1.84,0.0067,-999,1.44771,-4.74508,0.540077772177304,0.127513,225.12
2021,8,14,8,30,1.84,0.0067,-999,1.74484,-6.52745,0.691406537429319,0.161474,224.494
2021,8,14,9,0,1.84,0.0067,-999,2.0355,-9.75784,1.02670346254408,0.200103,228.905
2021,8,14,9,30,1.84,0.0067,-999,2.76423,-15.9611,1.06780616218488,0.25154,243.541
2021,8,14,10,0,1.84,0.0067,-999,3.32644,-18.4194,1.25035594932003,0.27471,244.363
2021,8,14,10,30,1.84,0.0067,-999,3.4286,-17.3536,1.14476198399493,0.285037,250.54
2021,8,14,11,0,1.84,0.0067,-999,2.88159,-13.7552,1.45289710578554,0.272388,229.214
2021,8,14,11,30,1.84,0.0067,-999,2.93645,-12.1596,1.3965421583325,0.270906,224.787
